Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label,attack
125345.8,17,64,118.02556,118.02556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6890,86,1414,447.5,328.8,377.2,169402750,13.5,29.92,465.8,108946.58,1,244.6,ARP_Spoofing_test,1
89890.7,13.7,64,80.47493,80.47493,0,0,0,0,0.2,0.3,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0.3,0.7,0,0,0,0,1,1,1591,81.8,446,269.2,164.9,262.2,0.012211609,5.5,22.92,233.2,30275.645,0.9,38.5,ARP_Spoofing_test,1
323,6,64,8252.608,8252.608,0,0,0,0,0.5,1,0,0,0,0,0,3.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3056,66,486,201.4,170.4,78.5,169402750,13.5,20.06,241.4,29192.662,1,244.6,ARP_Spoofing_test,1
91756.3,13.7,64,78.78886,78.78886,0,0,0,0,0.1,0.3,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0.3,0.7,0,0,0,0,1,1,1241,66,447,185.1,150.2,310.8,0.00895319,5.5,18.66,212.5,32501.537,0.9,38.5,ARP_Spoofing_test,1
107224.8,13.6,51.2,108.313385,108.313385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.2,0,0,0.8,0.8,4932,56.4,902,321.2,241.6,295,169402750,13.5,25.33,342.5,58683.79,1,244.6,ARP_Spoofing_test,1
137373,17,64,105.21006,105.21006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2232,206,539,422.8,126.6,412.5,0.017914105,5.5,29.03,179,22441.686,0.9,38.5,ARP_Spoofing_test,1
140994.6,17,64,102.42847,102.42847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5856,86,598,377.5,173.6,362.8,169402750,13.5,27.45,246,30331.598,1,244.6,ARP_Spoofing_test,1
144515.4,17,64,99.75942,99.75942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1623,86,406,254.6,139.2,327.5,0.016017485,5.5,22.08,196.9,24269.346,0.8,38.5,ARP_Spoofing_test,1
147921,17,64,97.66678,97.66678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5028,86,486,323.8,168.6,329.2,169402750,13.5,25.4,238.6,28468.941,1,244.6,ARP_Spoofing_test,1
75538.3,11.5,64,49.35916,49.35916,0,0,0,0,0.3,0.5,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,1,1,1506,132.2,473.2,304,139.9,211.1,0.010034204,5.5,24.52,197.8,22728.887,0.9,38.5,ARP_Spoofing_test,1
523.3,6,64,2.098884,2.098884,0,0,0,0,0.5,1,0,0,0,0,0,6.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2554,66,486,167.8,151.1,81.3,169402750,13.5,18.31,214.1,23012.488,1,244.6,ARP_Spoofing_test,1
137789.2,15.9,64,85.52225,85.52225,0,0,0,0,0,0.1,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,1,1,1757,66,480.8,284,170.9,397.5,0.012512207,5.5,23.44,241.6,32933.543,0.9,38.5,ARP_Spoofing_test,1
93850,11.4,51.2,117.04074,117.04074,0,0,0,0,0.1,0.2,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.2,0.6,0,0.2,0,0,0.8,0.8,5290,56.4,950,344.8,243.5,253.4,169402750,13.5,26.22,344.8,59454.035,1,244.6,ARP_Spoofing_test,1
127017.9,15.9,64,84.51722,84.51722,0,0,0,0,0.1,0.1,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,1,1,1480,86,434.8,252.5,144.5,289.5,0.013925386,5.5,22.25,204.4,23273.828,0.9,38.5,ARP_Spoofing_test,1
113053,14.8,98.8,73.32235,73.32235,0,0,0,0,0.1,0.2,0,0,0,0,0,1.1,0,0.2,0.1,0,0,0,0,0.2,0.8,0,0,0,0,1,1,4148,66,486,267.2,173.4,261.8,169402750,13.5,23.06,244.9,29976.084,1,244.6,ARP_Spoofing_test,1
164759,17,64,91.05638,91.05638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2336,86,918,338.8,342.8,521,0.005268693,5.5,24.97,484.8,181165.81,0.9,38.5,ARP_Spoofing_test,1
154055.4,15.9,64,84.004555,84.004555,0,0,0,0,0.1,0.1,0,0,0,0,0,0.7,0,0.1,0,0,0,0,0,0.1,0.9,0,0,0,0,1,1,8700,86,1414,557.5,603.5,635,169402750,13.5,33.47,854.5,365397.66,1,244.6,ARP_Spoofing_test,1
178417,17,64,95.25716,95.25716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4536,247.6,1414,882,577,766,0.001663017,5.5,41.78,816,370193.03,0.9,38.5,ARP_Spoofing_test,1
185704.2,17,64,97.73065,97.73065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11820,118,1414,766.5,630.5,710,169402750,13.5,39.22,891.5,397500.16,1,244.6,ARP_Spoofing_test,1
193177,17,64,100.17942,100.17942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4536,247.6,1414,882,577,766,0.001089716,5.5,41.78,816,370193.03,0.9,38.5,ARP_Spoofing_test,1
200837,17,64,102.43749,102.43749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,12200,118,1414,788.5,647,766,169402750,13.5,39.78,915,418743.97,1,244.6,ARP_Spoofing_test,1
187347.4,15.9,64,94.36046,94.36046,0,0,0,0,0,0.1,0,0,0,0,0,0.8,0,0.1,0,0,0,0,0,0.1,0.9,0,0,0,0,1,1,4384,242.4,1414,866.5,568,668,0.001030302,5.5,41.38,803.5,358665.28,0.9,38.5,ARP_Spoofing_test,1
215111,17,64,106.95686,106.95686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11220,66,1414,723,632,766,169402750,13.5,38.1,894,399548.56,1,244.6,ARP_Spoofing_test,1
222771,17,64,109.42322,109.42322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4536,247.6,1414,882,577,766,0.000479698,5.5,41.78,816,370193.03,0.9,38.5,ARP_Spoofing_test,1
230431,17,64,111.74848,111.74848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,12200,118,1414,788.5,647,766,169402750,13.5,39.78,915,418743.97,1,244.6,ARP_Spoofing_test,1
237263.8,17,64,113.97597,113.97597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3710,241.2,1414,774,510,566,0.0034621,5.5,38.94,721,292394.44,0.9,38.5,ARP_Spoofing_test,1
241339.8,17,64,113.3662,113.3662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7784,86,1414,506,408.5,388.5,169402750,13.5,31.8,579,168588.69,1,244.6,ARP_Spoofing_test,1
220518.8,15.9,64,100.38544,100.38544,0,0,0,0,0.1,0.1,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,1,1,1988,85.8,513,338.8,174.6,325.8,0.017243218,5.5,25.66,246.9,34011.723,0.9,38.5,ARP_Spoofing_test,1
772.7,6,64,2.374081,2.374081,0,0,0,0,0.5,1,0,0,0,0,0,9.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3700,66,582,244.4,200,80.5,169402750,13.5,22.1,283.2,40166.246,1,244.6,ARP_Spoofing_test,1
223698.7,15.9,64,98.64666,98.64666,0,0,0,0,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,1,1,2045,66,506.5,335.8,166.1,373.5,0.01265471,5.5,25.45,234.9,30961.322,0.9,38.5,ARP_Spoofing_test,1
251702.2,17,64,108.11478,108.11478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5496,66,694,358,192.5,293.2,169402750,13.5,26.75,273,37254.793,1,244.6,ARP_Spoofing_test,1
254850.6,17,64,106.58538,106.58538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1977,217.2,486,391.5,109.2,307.2,0.013810515,5.5,27.89,154.4,16307.35,0.8,38.5,ARP_Spoofing_test,1
231979,17,64,105.68341,105.68341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4996,86,486,321.5,162.1,345.2,169402750,13.5,25.33,229.2,26295.729,1,244.6,ARP_Spoofing_test,1
208604.4,14.8,61.8,95.720955,95.720955,0,0,0,0,0.2,0.2,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.2,0.8,0,0,0,0,1,1,1741,127.4,438,307.8,112.6,312,0.013460612,5.5,24.77,159.2,15246.985,0.9,38.5,ARP_Spoofing_test,1
211088,15.9,83.1,94.34469,94.34469,0,0,0,0,0,0.1,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,1,1,5172,78,639.5,332.5,173.5,380,169402750,13.5,25.75,245.5,30211.06,1,244.6,ARP_Spoofing_test,1
240160.2,15.9,64,91.98235,91.98235,0,0,0,0,0.1,0.1,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,1,1,1535,86,406,242,133.5,282.8,0.018133808,5.5,21.55,188.9,22379.836,0.8,38.5,ARP_Spoofing_test,1
364.2,6,64,15614.484,15614.484,0,0,0,0,0.6,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3196,66,486,211.2,171.5,67.2,169402750,13.5,20.55,242.9,29516.54,1,244.6,ARP_Spoofing_test,1
452.1,6,64,3990.5938,3990.5938,0,0,0,0,0.7,1,0,0,0,0,0,6.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,382.5,66.4,79.4,69.1,4.277,69.3,9.25E-05,5.5,11.76,6.05,28.402874,0.8,38.5,ARP_Spoofing_test,1
217.9,6,64,26004.83,26004.83,0,0,0,0,0.7,1,0,0,0,0,0,3.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1063,66,87,68.6,4.977,67.4,169402750,13.5,11.72,7.055,25.060444,1,244.6,ARP_Spoofing_test,1
458.2,6,64,5609.9243,5609.9243,0,0,0,0,0.6,1,0,0,0,0,0,6.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,380.8,66,79.2,68.6,4.457,69.1,7.42E-05,5.5,11.72,6.305,29.483025,0.9,38.5,ARP_Spoofing_test,1
448.2,6,64,18220.453,18220.453,0,0,0,0,0.6,1,0,0,0,0,0,5.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1080,66,97.4,69.56,7.61,71.7,169402750,13.5,11.8,10.8,66.58633,1,244.6,ARP_Spoofing_test,1
448.2,6,64,133.38686,133.38686,0,0,0,0,0.4,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,365.8,66,67.6,66.44,0.684,66.8,7.56E-05,5.5,11.52,0.968,0.59231293,0.8,38.5,ARP_Spoofing_test,1
195.5,6,64,5468.8994,5468.8994,0,0,0,0,0.7,1,0,0,0,0,0,2.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1038,66,68,66.94,0.9937,67.4,169402750,13.5,11.57,1.405,0.987848,1,244.6,ARP_Spoofing_test,1
318.4,6,64,48656.77,48656.77,0,0,0,0,0.6,1,0,0,0,0,0,3.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,396,66,94.2,70.75,9.58,71.6,1.02E-05,5.5,11.89,13.55,145.41005,0.9,38.5,ARP_Spoofing_test,1
438.5,6,64,10145.659,10145.659,0,0,0,0,0.8,1,0,0,0,0,0,5.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1101,66,112,71.1,11.6,69.3,169402750,13.5,11.92,16.45,135.86613,1,244.6,ARP_Spoofing_test,1
506.1,6,64,1731.6979,1731.6979,0,0,0,0,0.2,1,0,0,0,0,0,6.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,365.2,66,67.2,66.3,0.514,66.4,0.000116205,5.5,11.516,0.7275,0.44265735,0.6,38.5,ARP_Spoofing_test,1
359.3,6,64,1247.5978,1247.5978,0,0,0,0,0,1,0,0,0,0,0,4.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1027,66,68,66.25,0.677,66,169402750,13.5,11.516,0.959,0.46245742,1,244.6,ARP_Spoofing_test,1
242886.2,15.9,64,90.87274,90.87274,0,0,0,0,0,0.1,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,1,1,1557,66,388,238.5,134.6,325.5,0.011472011,5.5,21.23,190.4,22609.264,0.9,38.5,ARP_Spoofing_test,1
273086.6,17,64,99.47498,99.47498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5052,66,486,325,169.4,319.5,169402750,13.5,25.55,238.9,28548.865,1,244.6,ARP_Spoofing_test,1
276362.6,17,64,98.31067,98.31067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1875,137.2,471.5,347,131,324.5,0.013341093,5.5,26.31,185.1,19775.953,0.9,38.5,ARP_Spoofing_test,1
280509,17,64,97.82535,97.82535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6020,86,1054,383.2,269.5,529,169402750,13.5,27.64,382.5,80947.92,1,244.6,ARP_Spoofing_test,1
287289,17,64,99.1555,99.1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4264,234.8,1414,847.5,578.5,763,0.002038288,5.5,40.9,818,372086.66,0.9,38.5,ARP_Spoofing_test,1
293864.2,17,64,100.568146,100.568146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,10840,86,1414,698,648,633,169402750,13.5,37.44,917,420338.88,1,244.6,ARP_Spoofing_test,1
301521,17,64,102.18111,102.18111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4536,247.6,1414,882,577,766,0.000524497,5.5,41.78,816,370193.03,0.9,38.5,ARP_Spoofing_test,1
308957,17,64,103.81242,103.81242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11976,118,1414,773.5,634.5,803,169402750,13.5,39.25,897,402263.16,1,244.6,ARP_Spoofing_test,1
316561,17,64,105.30704,105.30704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3888,118,1284,650,577,766,0.002185607,5.5,35.38,816,370193.03,0.9,38.5,ARP_Spoofing_test,1
324221,17,64,106.65681,106.65681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11550,118,1414,743.5,647,766,169402750,13.5,38.47,915,418743.97,1,244.6,ARP_Spoofing_test,1
331713,17,64,108.17937,108.17937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3720,118,1284,630.5,552,673,0.000550604,5.5,34.88,781,339199.88,0.9,38.5,ARP_Spoofing_test,1
339261,17,64,109.793175,109.793175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11270,118,1414,726.5,628.5,766,169402750,13.5,38.2,889,395119.1,1,244.6,ARP_Spoofing_test,1
346921,17,64,111.42315,111.42315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4536,247.6,1414,882,577,766,0.000723195,5.5,41.78,816,370193.03,0.9,38.5,ARP_Spoofing_test,1
353933,17,64,112.90551,112.90551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11550,118,1414,752,615.5,620.5,169402750,13.5,38.8,872.5,381355.2,1,244.6,ARP_Spoofing_test,1
358097,17,64,112.55105,112.55105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1849,86,567.5,289,180.1,337.2,0.014527321,5.5,23.39,254.6,40976.5,0.8,38.5,ARP_Spoofing_test,1
361795.4,17,64,110.911804,110.911804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5548,86,758,358,202,380.5,169402750,13.5,26.73,286,40960.543,1,244.6,ARP_Spoofing_test,1
566.1,6,64,3.129606,3.129606,0,0,0,0,1,1,0,0,0,0,0,7.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,459.5,80.8,87.5,83.7,2.484,83.3,0.00114429,5.5,12.94,3.514,6.878108,0.9,38.5,ARP_Spoofing_test,1
683.7,6,64,3.702766,3.702766,0,0,0,0,1,1,0,0,0,0,0,8.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1351,79.5,112,86.8,9.28,95.7,169402750,13.5,13.164,12.95,94.60873,1,244.6,ARP_Spoofing_test,1
36781.2,6.5,57.6,24.24084,24.24084,0,0,0,0,0.6,0.8,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0.8,0.1,0,0.1,0,0,0.9,0.9,586,69.3,209.8,99.44,42.16,109.9,0.003885794,5.5,14.055,59.62,4046.2664,0.9,38.5,ARP_Spoofing_test,1
574.4,5.4,57.6,3.5484767,3.5484767,0,0,0,0,0,0.9,0,0,0,0,0,8,0,0,0,0,0,0,0,0.9,0,0,0.1,0,0,0.9,0.9,1438,42,390,93.75,80.5,63.6,169402750,13.5,13.695,114.06,6546.2173,1,244.6,ARP_Spoofing_test,1
504.8,4.8,51.2,3.0735874,3.0735874,0,0,0,0,0,0.8,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0.8,0,0,0.2,0,0,0.8,0.8,351.5,60,64.8,63.1,2.18,64.8,0.000383616,5.5,11.234,3.082,5.971916,0.8,38.5,ARP_Spoofing_test,1
109886.8,9.3,64,35.71886,35.71886,0,0,0,0,0,0.7,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0.7,0.3,0,0,0,0,1,1,1170,60,192,73.5,31.36,139.2,169402750,13.5,11.984,42.25,2692.474,1,244.6,ARP_Spoofing_test,1
366879.4,17,64,109.065056,109.065056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2136,126,598,392.2,171.6,356.5,0.0168288,5.5,27.94,242.6,32795.08,0.9,38.5,ARP_Spoofing_test,1
333506,17,64,97.14704,97.14704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5850,86,646,378,191.8,376.8,169402750,13.5,27.55,270.2,36554.508,1,244.6,ARP_Spoofing_test,1
