pkSeqID,stime,flgs,flgs_number,proto,proto_number,saddr,sport,daddr,dport,pkts,bytes,state,state_number,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPSrcIP,TnBPDstIP,TnP_PSrcIP,TnP_PDstIP,TnP_PerProto,TnP_Per_Dport,AR_P_Proto_P_SrcIP,AR_P_Proto_P_DstIP,N_IN_Conn_P_DstIP,N_IN_Conn_P_SrcIP,AR_P_Proto_P_Sport,AR_P_Proto_P_Dport,Pkts_P_State_P_Protocol_P_DestIP,Pkts_P_State_P_Protocol_P_SrcIP,attack,category,subcategory
3595303,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,3389,2,120,RST,1,1526344333,135,8.00E-06,8.00E-06,0,8.00E-06,8.00E-06,8.00E-06,1,1,60,60,125000,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,250000,202,202,1,Reconnaissance,Service_Scan
3595304,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,21,3,180,RST,1,1526344333,136,4.30E-05,4.30E-05,0,4.30E-05,4.30E-05,4.30E-05,2,1,120,60,46511.62891,23255.81445,0,12120,12120,202,202,202,3,41555.2,41555.2,100,100,41555.2,69767.4,202,202,1,Reconnaissance,Service_Scan
3595305,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,256,2,120,RST,1,1526344333,137,1.70E-05,1.70E-05,0,1.70E-05,1.70E-05,1.70E-05,1,1,60,60,58823.52734,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,117647,202,202,1,Reconnaissance,Service_Scan
3595306,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,1141,2,120,RST,1,1526344333,138,2.10E-05,2.10E-05,0,2.10E-05,2.10E-05,2.10E-05,1,1,60,60,47619.04688,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,95238.1,202,202,1,Reconnaissance,Service_Scan
3595307,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,8192,2,120,RST,1,1526344333,139,1.40E-05,1.40E-05,0,1.40E-05,1.40E-05,1.40E-05,1,1,60,60,71428.57031,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,142857,202,202,1,Reconnaissance,Service_Scan
3595308,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,3914,2,120,RST,1,1526344333,140,2.90E-05,2.90E-05,0,2.90E-05,2.90E-05,2.90E-05,1,1,60,60,34482.75781,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,68965.5,202,202,1,Reconnaissance,Service_Scan
3595309,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,11110,2,120,RST,1,1526344333,141,2.70E-05,2.70E-05,0,2.70E-05,2.70E-05,2.70E-05,1,1,60,60,37037.03516,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,74074.1,202,202,1,Reconnaissance,Service_Scan
3595310,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,6567,2,120,RST,1,1526344333,142,2.20E-05,2.20E-05,0,2.20E-05,2.20E-05,2.20E-05,1,1,60,60,45454.54688,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,90909.1,202,202,1,Reconnaissance,Service_Scan
3595311,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,9009,2,120,RST,1,1526344333,143,4.00E-05,4.00E-05,0,4.00E-05,4.00E-05,4.00E-05,1,1,60,60,25000,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,50000,202,202,1,Reconnaissance,Service_Scan
3595312,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,9898,2,120,RST,1,1526344333,144,5.20E-05,5.20E-05,0,5.20E-05,5.20E-05,5.20E-05,1,1,60,60,19230.76953,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,38461.5,202,202,1,Reconnaissance,Service_Scan
3595313,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,3369,2,120,RST,1,1526344333,145,5.20E-05,5.20E-05,0,5.20E-05,5.20E-05,5.20E-05,1,1,60,60,19230.76953,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,38461.5,202,202,1,Reconnaissance,Service_Scan
3595314,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,465,3,180,RST,1,1526344333,146,8.10E-05,8.10E-05,0,8.10E-05,8.10E-05,8.10E-05,2,1,120,60,24691.35938,12345.67969,0,12120,12120,202,202,202,3,41555.2,41555.2,100,100,41555.2,37037,202,202,1,Reconnaissance,Service_Scan
3595315,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,49175,2,120,RST,1,1526344333,147,3.50E-05,3.50E-05,0,3.50E-05,3.50E-05,3.50E-05,1,1,60,60,28571.42773,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,57142.9,202,202,1,Reconnaissance,Service_Scan
3595316,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,1801,2,120,RST,1,1526344333,148,4.10E-05,4.10E-05,0,4.10E-05,4.10E-05,4.10E-05,1,1,60,60,24390.24414,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,48780.5,202,202,1,Reconnaissance,Service_Scan
3595317,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,20005,2,120,RST,1,1526344333,149,3.40E-05,3.40E-05,0,3.40E-05,3.40E-05,3.40E-05,1,1,60,60,29411.76367,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,58823.5,202,202,1,Reconnaissance,Service_Scan
3595318,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,49153,2,120,RST,1,1526344333,150,3.60E-05,3.60E-05,0,3.60E-05,3.60E-05,3.60E-05,1,1,60,60,27777.77734,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,55555.6,202,202,1,Reconnaissance,Service_Scan
3595319,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,2179,2,120,RST,1,1526344333,151,1.20E-05,1.20E-05,0,1.20E-05,1.20E-05,1.20E-05,1,1,60,60,83333.32813,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,166667,202,202,1,Reconnaissance,Service_Scan
3595320,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,33,2,120,RST,1,1526344333,152,3.40E-05,3.40E-05,0,3.40E-05,3.40E-05,3.40E-05,1,1,60,60,29411.76367,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,58823.5,202,202,1,Reconnaissance,Service_Scan
3595321,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,50300,2,120,RST,1,1526344333,153,3.40E-05,3.40E-05,0,3.40E-05,3.40E-05,3.40E-05,1,1,60,60,29411.76367,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,58823.5,202,202,1,Reconnaissance,Service_Scan
3595322,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,5555,2,120,RST,1,1526344333,154,3.60E-05,3.60E-05,0,3.60E-05,3.60E-05,3.60E-05,1,1,60,60,27777.77734,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,55555.6,202,202,1,Reconnaissance,Service_Scan
3595323,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,6580,2,120,RST,1,1526344333,155,3.40E-05,3.40E-05,0,3.40E-05,3.40E-05,3.40E-05,1,1,60,60,29411.76367,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,58823.5,202,202,1,Reconnaissance,Service_Scan
3595324,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,19350,2,120,RST,1,1526344333,156,2.70E-05,2.70E-05,0,2.70E-05,2.70E-05,2.70E-05,1,1,60,60,37037.03516,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,74074.1,202,202,1,Reconnaissance,Service_Scan
3595325,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,49161,2,120,RST,1,1526344333,157,2.90E-05,2.90E-05,0,2.90E-05,2.90E-05,2.90E-05,1,1,60,60,34482.75781,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,68965.5,202,202,1,Reconnaissance,Service_Scan
3595326,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,1914,2,120,RST,1,1526344333,158,2.90E-05,2.90E-05,0,2.90E-05,2.90E-05,2.90E-05,1,1,60,60,34482.75781,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,68965.5,202,202,1,Reconnaissance,Service_Scan
3595327,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,2301,2,120,RST,1,1526344333,159,4.60E-05,4.60E-05,0,4.60E-05,4.60E-05,4.60E-05,1,1,60,60,21739.13086,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,43478.3,202,202,1,Reconnaissance,Service_Scan
3595328,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,3828,2,120,RST,1,1526344333,160,4.60E-05,4.60E-05,0,4.60E-05,4.60E-05,4.60E-05,1,1,60,60,21739.13086,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,43478.3,202,202,1,Reconnaissance,Service_Scan
3595329,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,5357,2,120,RST,1,1526344333,161,4.60E-05,4.60E-05,0,4.60E-05,4.60E-05,4.60E-05,1,1,60,60,21739.13086,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,43478.3,202,202,1,Reconnaissance,Service_Scan
3595330,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,21571,2,120,RST,1,1526344333,162,3.40E-05,3.40E-05,0,3.40E-05,3.40E-05,3.40E-05,1,1,60,60,29411.76367,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,58823.5,202,202,1,Reconnaissance,Service_Scan
3595331,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,1198,2,120,RST,1,1526344333,163,2.40E-05,2.40E-05,0,2.40E-05,2.40E-05,2.40E-05,1,1,60,60,41666.66406,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,83333.3,202,202,1,Reconnaissance,Service_Scan
3595332,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,1106,2,120,RST,1,1526344333,164,2.40E-05,2.40E-05,0,2.40E-05,2.40E-05,2.40E-05,1,1,60,60,41666.66406,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,83333.3,202,202,1,Reconnaissance,Service_Scan
3595333,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,1070,2,120,RST,1,1526344333,165,2.50E-05,2.50E-05,0,2.50E-05,2.50E-05,2.50E-05,1,1,60,60,40000,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,80000,202,202,1,Reconnaissance,Service_Scan
3595334,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,9877,2,120,RST,1,1526344333,166,4.10E-05,4.10E-05,0,4.10E-05,4.10E-05,4.10E-05,1,1,60,60,24390.24414,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,48780.5,202,202,1,Reconnaissance,Service_Scan
3595335,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,6646,2,120,RST,1,1526344333,167,3.60E-05,3.60E-05,0,3.60E-05,3.60E-05,3.60E-05,1,1,60,60,27777.77734,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,55555.6,202,202,1,Reconnaissance,Service_Scan
3595336,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,17,2,120,RST,1,1526344333,168,4.10E-05,4.10E-05,0,4.10E-05,4.10E-05,4.10E-05,1,1,60,60,24390.24414,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,48780.5,202,202,1,Reconnaissance,Service_Scan
3595337,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,801,2,120,RST,1,1526344333,169,5.00E-05,5.00E-05,0,5.00E-05,5.00E-05,5.00E-05,1,1,60,60,20000,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,40000,202,202,1,Reconnaissance,Service_Scan
3595338,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,32770,2,120,RST,1,1526344333,170,4.90E-05,4.90E-05,0,4.90E-05,4.90E-05,4.90E-05,1,1,60,60,20408.16406,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,40816.3,202,202,1,Reconnaissance,Service_Scan
3595339,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,1065,2,120,RST,1,1526344333,171,3.90E-05,3.90E-05,0,3.90E-05,3.90E-05,3.90E-05,1,1,60,60,25641.02734,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,51282.1,202,202,1,Reconnaissance,Service_Scan
3595340,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,1081,2,120,RST,1,1526344333,172,4.00E-05,4.00E-05,0,4.00E-05,4.00E-05,4.00E-05,1,1,60,60,25000,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,50000,202,202,1,Reconnaissance,Service_Scan
3595341,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,691,2,120,RST,1,1526344333,173,4.30E-05,4.30E-05,0,4.30E-05,4.30E-05,4.30E-05,1,1,60,60,23255.81445,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,46511.6,202,202,1,Reconnaissance,Service_Scan
3595342,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,1048,2,120,RST,1,1526344333,174,5.20E-05,5.20E-05,0,5.20E-05,5.20E-05,5.20E-05,1,1,60,60,19230.76953,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,38461.5,202,202,1,Reconnaissance,Service_Scan
3595343,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,7911,2,120,RST,1,1526344333,175,3.30E-05,3.30E-05,0,3.30E-05,3.30E-05,3.30E-05,1,1,60,60,30303.0293,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,60606.1,202,202,1,Reconnaissance,Service_Scan
3595344,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,13722,2,120,RST,1,1526344333,176,4.70E-05,4.70E-05,0,4.70E-05,4.70E-05,4.70E-05,1,1,60,60,21276.5957,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,42553.2,202,202,1,Reconnaissance,Service_Scan
3595345,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,667,2,120,RST,1,1526344333,177,4.70E-05,4.70E-05,0,4.70E-05,4.70E-05,4.70E-05,1,1,60,60,21276.5957,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,42553.2,202,202,1,Reconnaissance,Service_Scan
3595346,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,8000,2,120,RST,1,1526344333,178,1.40E-05,1.40E-05,0,1.40E-05,1.40E-05,1.40E-05,1,1,60,60,71428.57031,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,142857,202,202,1,Reconnaissance,Service_Scan
3595347,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,911,2,120,RST,1,1526344333,179,1.40E-05,1.40E-05,0,1.40E-05,1.40E-05,1.40E-05,1,1,60,60,71428.57031,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,142857,202,202,1,Reconnaissance,Service_Scan
3595348,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,5414,2,120,RST,1,1526344333,180,2.80E-05,2.80E-05,0,2.80E-05,2.80E-05,2.80E-05,1,1,60,60,35714.28516,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,71428.6,202,202,1,Reconnaissance,Service_Scan
3595349,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,18040,2,120,RST,1,1526344333,181,3.90E-05,3.90E-05,0,3.90E-05,3.90E-05,3.90E-05,1,1,60,60,25641.02734,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,51282.1,202,202,1,Reconnaissance,Service_Scan
3595350,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,9002,2,120,RST,1,1526344333,182,2.70E-05,2.70E-05,0,2.70E-05,2.70E-05,2.70E-05,1,1,60,60,37037.03516,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,74074.1,202,202,1,Reconnaissance,Service_Scan
3595351,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,9102,2,120,RST,1,1526344333,183,2.10E-05,2.10E-05,0,2.10E-05,2.10E-05,2.10E-05,1,1,60,60,47619.04688,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,95238.1,202,202,1,Reconnaissance,Service_Scan
3595352,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,3851,2,120,RST,1,1526344333,184,8.00E-06,8.00E-06,0,8.00E-06,8.00E-06,8.00E-06,1,1,60,60,125000,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,250000,202,202,1,Reconnaissance,Service_Scan
3595353,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,8443,2,120,RST,1,1526344333,185,3.40E-05,3.40E-05,0,3.40E-05,3.40E-05,3.40E-05,1,1,60,60,29411.76367,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,58823.5,202,202,1,Reconnaissance,Service_Scan
3595354,1526344333,e,1,tcp,1,192.168.100.150,36663,192.168.100.3,340,2,120,RST,1,1526344333,186,2.70E-05,2.70E-05,0,2.70E-05,2.70E-05,2.70E-05,1,1,60,60,37037.03516,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,74074.1,202,202,1,Reconnaissance,Service_Scan
