id.orig_p,id.resp_p,proto,service,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,fwd_pkts_payload.min,fwd_pkts_payload.max,fwd_pkts_payload.tot,fwd_pkts_payload.avg,fwd_pkts_payload.std,bwd_pkts_payload.min,bwd_pkts_payload.max,bwd_pkts_payload.tot,bwd_pkts_payload.avg,bwd_pkts_payload.std,flow_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.tot,flow_pkts_payload.avg,flow_pkts_payload.std,fwd_iat.min,fwd_iat.max,fwd_iat.tot,fwd_iat.avg,fwd_iat.std,bwd_iat.min,bwd_iat.max,bwd_iat.tot,bwd_iat.avg,bwd_iat.std,flow_iat.min,flow_iat.max,flow_iat.tot,flow_iat.avg,flow_iat.std,payload_bytes_per_second,fwd_subflow_pkts,bwd_subflow_pkts,fwd_subflow_bytes,bwd_subflow_bytes,fwd_bulk_bytes,bwd_bulk_bytes,fwd_bulk_packets,bwd_bulk_packets,fwd_bulk_rate,bwd_bulk_rate,active.min,active.max,active.tot,active.avg,active.std,idle.min,idle.max,idle.tot,idle.avg,idle.std,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,Attack_type,Attack_Type
65035,22,tcp,-,0,1,0,0,0,0,0,0,0,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1024,NMAP_FIN_SCAN,1
65036,22,tcp,-,0,1,0,0,0,0,0,0,0,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1024,NMAP_FIN_SCAN,1
60669,22,tcp,-,0,1,0,0,0,0,0,0,0,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1024,NMAP_FIN_SCAN,1
60670,22,tcp,-,0,1,0,0,0,0,0,0,0,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1024,NMAP_FIN_SCAN,1
37559,22,tcp,-,0,1,0,0,0,0,0,0,0,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1024,NMAP_FIN_SCAN,1
37560,22,tcp,-,0,1,0,0,0,0,0,0,0,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1024,NMAP_FIN_SCAN,1
39622,22,tcp,-,0,1,0,0,0,0,0,0,0,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1024,NMAP_FIN_SCAN,1
39623,22,tcp,-,0,1,0,0,0,0,0,0,0,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1024,NMAP_FIN_SCAN,1
59043,22,tcp,-,0,1,0,0,0,0,0,0,0,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1024,NMAP_FIN_SCAN,1
59044,22,tcp,-,0,1,0,0,0,0,0,0,0,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1024,NMAP_FIN_SCAN,1
40295,22,tcp,-,0,1,0,0,0,0,0,0,0,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1024,NMAP_FIN_SCAN,1
40296,22,tcp,-,0,1,0,0,0,0,0,0,0,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1024,NMAP_FIN_SCAN,1
45101,22,tcp,-,0,1,0,0,0,0,0,0,0,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1024,NMAP_FIN_SCAN,1
45102,22,tcp,-,0,1,0,0,0,0,0,0,0,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1024,NMAP_FIN_SCAN,1
54172,22,tcp,-,0,1,0,0,0,0,0,0,0,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1024,NMAP_FIN_SCAN,1
54173,22,tcp,-,0,1,0,0,0,0,0,0,0,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1024,NMAP_FIN_SCAN,1
56868,22,tcp,-,0,1,0,0,0,0,0,0,0,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1024,NMAP_FIN_SCAN,1
56869,22,tcp,-,0,1,0,0,0,0,0,0,0,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1024,NMAP_FIN_SCAN,1
46600,1723,tcp,-,3.40E-05,1,1,0,0,29330.7972,29330.7972,58661.59441,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.093857,34.093857,34.093857,34.093857,0,0,1,1,0,0,0,0,0,0,0,0,34.093857,34.093857,34.093857,34.093857,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,443,tcp,-,8.00E-06,1,1,0,0,123361.8824,123361.8824,246723.7647,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.106232,8.106232,8.106232,8.106232,0,0,1,1,0,0,0,0,0,0,0,0,8.106232,8.106232,8.106232,8.106232,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,135,tcp,-,6.00E-06,1,1,0,0,161319.3846,161319.3846,322638.7692,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.198883,6.198883,6.198883,6.198883,0,0,1,1,0,0,0,0,0,0,0,0,6.198883,6.198883,6.198883,6.198883,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,22,tcp,-,3.60E-05,1,1,0,0,27776.84768,27776.84768,55553.69536,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.001205,36.001205,36.001205,36.001205,0,0,1,1,0,0,0,0,0,0,0,0,36.001205,36.001205,36.001205,36.001205,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,995,tcp,-,8.00E-06,1,1,0,0,127100.1212,127100.1212,254200.2424,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.867813,7.867813,7.867813,7.867813,0,0,1,1,0,0,0,0,0,0,0,0,7.867813,7.867813,7.867813,7.867813,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,143,tcp,-,6.00E-06,1,1,0,0,167772.16,167772.16,335544.32,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.960464,5.960464,5.960464,5.960464,0,0,1,1,0,0,0,0,0,0,0,0,5.960464,5.960464,5.960464,5.960464,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,21,tcp,-,3.20E-05,1,1,0,0,31300.77612,31300.77612,62601.55224,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.94809,31.94809,31.94809,31.94809,0,0,1,1,0,0,0,0,0,0,0,0,31.94809,31.94809,31.94809,31.94809,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,587,tcp,-,8.00E-06,1,1,0,0,123361.8824,123361.8824,246723.7647,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.106232,8.106232,8.106232,8.106232,0,0,1,1,0,0,0,0,0,0,0,0,8.106232,8.106232,8.106232,8.106232,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,554,tcp,-,3.30E-05,1,1,0,0,30393.50725,30393.50725,60787.01449,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.901764,32.901764,32.901764,32.901764,0,0,1,1,0,0,0,0,0,0,0,0,32.901764,32.901764,32.901764,32.901764,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,199,tcp,-,7.00E-06,1,1,0,0,144631.1724,144631.1724,289262.3448,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.914139,6.914139,6.914139,6.914139,0,0,1,1,0,0,0,0,0,0,0,0,6.914139,6.914139,6.914139,6.914139,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,53,tcp,-,3.20E-05,1,1,0,0,31300.77612,31300.77612,62601.55224,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.94809,31.94809,31.94809,31.94809,0,0,1,1,0,0,0,0,0,0,0,0,31.94809,31.94809,31.94809,31.94809,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,8080,tcp,-,2.50E-05,1,1,0,0,39945.75238,39945.75238,79891.50476,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.033951,25.033951,25.033951,25.033951,0,0,1,1,0,0,0,0,0,0,0,0,25.033951,25.033951,25.033951,25.033951,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,111,tcp,-,8.00E-06,1,1,0,0,127100.1212,127100.1212,254200.2424,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.867813,7.867813,7.867813,7.867813,0,0,1,1,0,0,0,0,0,0,0,0,7.867813,7.867813,7.867813,7.867813,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,445,tcp,-,6.00E-06,1,1,0,0,167772.16,167772.16,335544.32,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.960464,5.960464,5.960464,5.960464,0,0,1,1,0,0,0,0,0,0,0,0,5.960464,5.960464,5.960464,5.960464,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,139,tcp,-,6.00E-06,1,1,0,0,161319.3846,161319.3846,322638.7692,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.198883,6.198883,6.198883,6.198883,0,0,1,1,0,0,0,0,0,0,0,0,6.198883,6.198883,6.198883,6.198883,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,993,tcp,-,6.00E-06,1,1,0,0,161319.3846,161319.3846,322638.7692,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.198883,6.198883,6.198883,6.198883,0,0,1,1,0,0,0,0,0,0,0,0,6.198883,6.198883,6.198883,6.198883,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,110,tcp,-,7.00E-06,1,1,0,0,139810.1333,139810.1333,279620.2667,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.152557,7.152557,7.152557,7.152557,0,0,1,1,0,0,0,0,0,0,0,0,7.152557,7.152557,7.152557,7.152557,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,5900,tcp,-,6.00E-06,1,1,0,0,167772.16,167772.16,335544.32,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.960464,5.960464,5.960464,5.960464,0,0,1,1,0,0,0,0,0,0,0,0,5.960464,5.960464,5.960464,5.960464,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,1720,tcp,-,6.00E-06,1,1,0,0,167772.16,167772.16,335544.32,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.960464,5.960464,5.960464,5.960464,0,0,1,1,0,0,0,0,0,0,0,0,5.960464,5.960464,5.960464,5.960464,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,8888,tcp,-,7.00E-06,1,1,0,0,144631.1724,144631.1724,289262.3448,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.914139,6.914139,6.914139,6.914139,0,0,1,1,0,0,0,0,0,0,0,0,6.914139,6.914139,6.914139,6.914139,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,23,tcp,-,7.00E-06,1,1,0,0,139810.1333,139810.1333,279620.2667,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.152557,7.152557,7.152557,7.152557,0,0,1,1,0,0,0,0,0,0,0,0,7.152557,7.152557,7.152557,7.152557,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,256,tcp,-,7.00E-06,1,1,0,0,144631.1724,144631.1724,289262.3448,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.914139,6.914139,6.914139,6.914139,0,0,1,1,0,0,0,0,0,0,0,0,6.914139,6.914139,6.914139,6.914139,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,80,tcp,-,2.40E-05,1,1,0,0,41527.76238,41527.76238,83055.52475,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.080276,24.080276,24.080276,24.080276,0,0,1,1,0,0,0,0,0,0,0,0,24.080276,24.080276,24.080276,24.080276,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,3306,tcp,-,8.00E-06,1,1,0,0,123361.8824,123361.8824,246723.7647,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.106232,8.106232,8.106232,8.106232,0,0,1,1,0,0,0,0,0,0,0,0,8.106232,8.106232,8.106232,8.106232,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,3389,tcp,-,7.00E-06,1,1,0,0,139810.1333,139810.1333,279620.2667,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.152557,7.152557,7.152557,7.152557,0,0,1,1,0,0,0,0,0,0,0,0,7.152557,7.152557,7.152557,7.152557,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,1025,tcp,-,6.00E-06,1,1,0,0,167772.16,167772.16,335544.32,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.960464,5.960464,5.960464,5.960464,0,0,1,1,0,0,0,0,0,0,0,0,5.960464,5.960464,5.960464,5.960464,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,113,tcp,-,6.00E-06,1,1,0,0,167772.16,167772.16,335544.32,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.960464,5.960464,5.960464,5.960464,0,0,1,1,0,0,0,0,0,0,0,0,5.960464,5.960464,5.960464,5.960464,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,25,tcp,-,6.00E-06,1,1,0,0,167772.16,167772.16,335544.32,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.960464,5.960464,5.960464,5.960464,0,0,1,1,0,0,0,0,0,0,0,0,5.960464,5.960464,5.960464,5.960464,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
46600,416,tcp,-,4.60E-05,1,1,0,0,21845.33333,21845.33333,43690.66667,1,20,20,20,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.776367,45.776367,45.776367,45.776367,0,0,1,1,0,0,0,0,0,0,0,0,45.776367,45.776367,45.776367,45.776367,0,0,0,0,0,0,1024,0,1024,NMAP_OS_DETECTION,1
