flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
0,81,6,64,15.76844547,15.76844547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82925830.35,9.5,10.39230485,0,0,0,141.55,1
4.463352222,107.66,6,63.84,0.443612555,0.443612555,0,0,1,0,0,0,0,0,0,1.99,0,0,0.01,0,0,0,0,0,0,0,1,0,0,0,0,1,1,569.4,54,56.4,54.1759765,0.61984925,54.2,82985337.06,9.5,10.40916772,0.878112971,3.254011273,0.12,141.55,1
0.062904425,41225,17,64,13103.28792,13103.28792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83028627.01,9.5,10,0,0,0,141.55,1
0.058102005,23950.78,16.2,74.77,8115.607879,8115.607879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,551.08,50.76,57.4,53.27332618,2.50605954,51.72,83011846.07,9.5,10.29990752,3.4851875,32.70802811,0.19,141.55,1
0,54,6,64,32.25692928,32.25692928,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82981008.85,9.5,10.39230485,0,0,0,141.55,1
3.917147312,107.42,6.22,63.65,0.81135925,0.81135925,0,0,1,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.44,53.48,54.96,54.0301953,0.299384504,54.04,82977520.56,9.5,10.3952145,0.424117045,0.712469471,0.13,141.55,1
0.004841113,59.94,6.33,64,1468011.744,1468011.744,0,0,1,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,576.72,54,57.6,54.62681857,1.352783822,55.08,82980873.05,9.5,10.45115848,1.916979678,18.53156871,0.1,141.55,1
0,182,17,64,40.53480304,40.53480304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1911,182,182,182,0,182,83006941.77,9.5,19.07878403,0,0,0,141.55,1
0.000241039,55.02,6.11,64,109.0066486,109.0066486,0,0,1,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,568.6,54,55.6,54.10700342,0.397596251,54.16,82977515.05,9.5,10.40258911,0.563497015,1.599327709,0.1,141.55,1
0.081702943,46875,17,64,11475.13602,11475.13602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83033276.72,9.5,10,0,0,0,141.55,1
0,54,6,64,39.72613979,39.72613979,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82981161.26,9.5,10.39230485,0,0,0,141.55,1
0,54,6,64,9.554640389,9.554640389,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82985353.08,9.5,10.39230485,0,0,0,141.55,1
11.70523211,1693.27,6,65.71,0.401877659,0.401877659,0,0,1,0,0,0,0,0,0,2.41,0.43,0.57,2.32,0,0,0,0,0,0,0,1,0,0,0,0,1,1,724.12,54,211.12,68.8714701,44.70624002,63.82,82973149.44,9.5,11.44892773,63.29849631,12962.59448,0.16,141.55,1
0.033743782,18148.64,13.48,106.66,11356.32425,11356.32425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,584.43,51.2,75.63,55.14654879,7.075208617,56.29,83011918.8,9.5,10.48401085,10.02204619,174.8183308,0.44,141.55,1
0.028456242,7025,17,64,322403.861,322403.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83016674.41,9.5,10,0,0,0,141.55,1
0,53.46,5.94,63.36,2.332343707,2.332343707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,567.96,54,54.96,54.09086438,0.273154216,54.06,82956258.14,9.5,10.40103596,0.386752523,0.483917647,0.16,141.55,1
0,54,6,64,19.64312119,19.64312119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82946735.22,9.5,10.39230485,0,0,0,141.55,1
0,54,6,64,7.683701783,7.683701783,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82977515.24,9.5,10.39230485,0,0,0,141.55,1
0,162,17,64,23.93811014,23.93811014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1701,162,162,162,0,162,83008165.77,9.5,18,0,0,0,141.55,1
