id.orig_p,id.resp_p,proto,service,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,fwd_pkts_payload.min,fwd_pkts_payload.max,fwd_pkts_payload.tot,fwd_pkts_payload.avg,fwd_pkts_payload.std,bwd_pkts_payload.min,bwd_pkts_payload.max,bwd_pkts_payload.tot,bwd_pkts_payload.avg,bwd_pkts_payload.std,flow_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.tot,flow_pkts_payload.avg,flow_pkts_payload.std,fwd_iat.min,fwd_iat.max,fwd_iat.tot,fwd_iat.avg,fwd_iat.std,bwd_iat.min,bwd_iat.max,bwd_iat.tot,bwd_iat.avg,bwd_iat.std,flow_iat.min,flow_iat.max,flow_iat.tot,flow_iat.avg,flow_iat.std,payload_bytes_per_second,fwd_subflow_pkts,bwd_subflow_pkts,fwd_subflow_bytes,bwd_subflow_bytes,fwd_bulk_bytes,bwd_bulk_bytes,fwd_bulk_packets,bwd_bulk_packets,fwd_bulk_rate,bwd_bulk_rate,active.min,active.max,active.tot,active.avg,active.std,idle.min,idle.max,idle.tot,idle.avg,idle.std,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,Attack_type,Attack_Type
51332,80,tcp,http,0.000541,8,0,2,0,14788.20273,0,14788.20273,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.980835,323.057175,540.971756,77.281679,110.9302,0,0,0,0,0,20.980835,323.057175,540.971756,77.281679,110.9302,391887.3724,8,0,212,0,0,0,0,0,0,0,540.971756,540.971756,540.971756,540.971756,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51334,80,tcp,http,0.000484,8,0,2,0,16529.27685,0,16529.27685,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,18.119812,282.049179,483.989716,69.141388,96.580519,0,0,0,0,0,18.119812,282.049179,483.989716,69.141388,96.580519,438025.8365,8,0,212,0,0,0,0,0,0,0,483.989716,483.989716,483.989716,483.989716,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51336,80,tcp,http,0.000474,8,0,2,0,16878.48692,0,16878.48692,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,18.119812,277.996063,473.976135,67.710876,95.297172,0,0,0,0,0,18.119812,277.996063,473.976135,67.710876,95.297172,447279.9034,8,0,212,0,0,0,0,0,0,0,473.976135,473.976135,473.976135,473.976135,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51338,80,tcp,http,0.000525,8,0,2,0,15238.16167,0,15238.16167,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.027161,308.036804,524.997711,74.999673,105.356813,0,0,0,0,0,20.027161,308.036804,524.997711,74.999673,105.356813,403811.2843,8,0,212,0,0,0,0,0,0,0,524.997711,524.997711,524.997711,524.997711,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51340,80,tcp,http,0.000516,8,0,2,0,15498.58291,0,15498.58291,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.980835,299.930573,516.176224,73.739461,102.526986,0,0,0,0,0,20.980835,299.930573,516.176224,73.739461,102.526986,410712.4471,8,0,212,0,0,0,0,0,0,0,516.176224,516.176224,516.176224,516.176224,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51342,80,tcp,http,0.000541,8,0,2,0,14788.20273,0,14788.20273,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.027161,324.964523,540.971756,77.281679,111.59844,0,0,0,0,0,20.027161,324.964523,540.971756,77.281679,111.59844,391887.3724,8,0,212,0,0,0,0,0,0,0,540.971756,540.971756,540.971756,540.971756,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51344,80,tcp,http,0.000538,8,0,2,0,14866.82853,0,14866.82853,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.027161,322.1035,538.110733,76.872962,110.630233,0,0,0,0,0,20.027161,322.1035,538.110733,76.872962,110.630233,393970.9561,8,0,212,0,0,0,0,0,0,0,538.110733,538.110733,538.110733,538.110733,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51346,80,tcp,http,0.000221,8,0,2,0,36196.79827,0,36196.79827,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,5.00679,108.957291,221.014023,31.573432,38.193351,0,0,0,0,0,5.00679,108.957291,221.014023,31.573432,38.193351,959215.1543,8,0,212,0,0,0,0,0,0,0,221.014023,221.014023,221.014023,221.014023,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51348,80,tcp,http,0.000468,8,0,2,0,17093.44473,0,17093.44473,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,18.119812,275.850296,468.015671,66.859382,94.51634,0,0,0,0,0,18.119812,275.850296,468.015671,66.859382,94.51634,452976.2853,8,0,212,0,0,0,0,0,0,0,468.015671,468.015671,468.015671,468.015671,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51350,80,tcp,http,0.000477,8,0,2,0,16777.216,0,16777.216,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,18.119812,286.102295,476.837158,68.119594,98.320684,0,0,0,0,0,18.119812,286.102295,476.837158,68.119594,98.320684,444596.224,8,0,212,0,0,0,0,0,0,0,476.837158,476.837158,476.837158,476.837158,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51352,80,tcp,http,0.000553,8,0,2,0,14463.11724,0,14463.11724,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.027161,342.845917,553.131104,79.018729,118.500978,0,0,0,0,0,20.027161,342.845917,553.131104,79.018729,118.500978,383272.6069,8,0,212,0,0,0,0,0,0,0,553.131104,553.131104,553.131104,553.131104,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51354,80,tcp,http,0.000537,8,0,2,0,14899.83659,0,14899.83659,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,21.934509,319.004059,536.91864,76.702663,109.303128,0,0,0,0,0,21.934509,319.004059,536.91864,76.702663,109.303128,394845.6696,8,0,212,0,0,0,0,0,0,0,536.91864,536.91864,536.91864,536.91864,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51356,80,tcp,http,0.000536,8,0,2,0,14926.34875,0,14926.34875,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,19.788742,321.865082,535.964966,76.566424,110.448071,0,0,0,0,0,19.788742,321.865082,535.964966,76.566424,110.448071,395548.242,8,0,212,0,0,0,0,0,0,0,535.964966,535.964966,535.964966,535.964966,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51358,80,tcp,http,0.00055,8,0,2,0,14544.61725,0,14544.61725,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,21.219254,338.077545,550.031662,78.575952,116.548475,0,0,0,0,0,21.219254,338.077545,550.031662,78.575952,116.548475,385432.3572,8,0,212,0,0,0,0,0,0,0,550.031662,550.031662,550.031662,550.031662,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51360,80,tcp,http,0.000523,8,0,2,0,15300.69859,0,15300.69859,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.980835,313.043594,522.851944,74.693135,107.389307,0,0,0,0,0,20.980835,313.043594,522.851944,74.693135,107.389307,405468.5125,8,0,212,0,0,0,0,0,0,0,522.851944,522.851944,522.851944,522.851944,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51362,80,tcp,http,0.000531,8,0,2,0,15067.10013,0,15067.10013,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.027161,322.1035,530.958176,75.851168,110.813562,0,0,0,0,0,20.027161,322.1035,530.958176,75.851168,110.813562,399278.1536,8,0,212,0,0,0,0,0,0,0,530.958176,530.958176,530.958176,530.958176,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51364,80,tcp,http,0.000528,8,0,2,0,15148.72777,0,15148.72777,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.027161,321.865082,528.097153,75.44245,110.737996,0,0,0,0,0,20.027161,321.865082,528.097153,75.44245,110.737996,401441.2858,8,0,212,0,0,0,0,0,0,0,528.097153,528.097153,528.097153,528.097153,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51366,80,tcp,http,0.000529,8,0,2,0,15121.42046,0,15121.42046,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.027161,319.004059,529.050827,75.57869,109.510717,0,0,0,0,0,20.027161,319.004059,529.050827,75.57869,109.510717,400717.6422,8,0,212,0,0,0,0,0,0,0,529.050827,529.050827,529.050827,529.050827,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51368,80,tcp,http,0.00053,8,0,2,0,15094.21143,0,15094.21143,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.980835,307.798386,530.004501,75.714929,104.600642,0,0,0,0,0,20.980835,307.798386,530.004501,75.714929,104.600642,399996.6028,8,0,212,0,0,0,0,0,0,0,530.004501,530.004501,530.004501,530.004501,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51370,80,tcp,http,0.000533,8,0,2,0,15006.45438,0,15006.45438,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,18.835068,325.918198,533.103943,76.157706,112.143177,0,0,0,0,0,18.835068,325.918198,533.103943,76.157706,112.143177,397671.0411,8,0,212,0,0,0,0,0,0,0,533.103943,533.103943,533.103943,533.103943,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51372,80,tcp,http,0.000574,8,0,2,0,13940.35397,0,13940.35397,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.980835,364.06517,573.87352,81.981931,126.117902,0,0,0,0,0,20.980835,364.06517,573.87352,81.981931,126.117902,369419.3801,8,0,212,0,0,0,0,0,0,0,573.87352,573.87352,573.87352,573.87352,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51374,80,tcp,http,0.000525,8,0,2,0,15238.16167,0,15238.16167,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,19.788742,313.997269,524.997711,74.999673,107.554076,0,0,0,0,0,19.788742,313.997269,524.997711,74.999673,107.554076,403811.2843,8,0,212,0,0,0,0,0,0,0,524.997711,524.997711,524.997711,524.997711,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51376,80,tcp,http,0.000524,8,0,2,0,15265.89263,0,15265.89263,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.027161,317.09671,524.044037,74.863434,108.682354,0,0,0,0,0,20.027161,317.09671,524.044037,74.863434,108.682354,404546.1547,8,0,212,0,0,0,0,0,0,0,524.044037,524.044037,524.044037,524.044037,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51378,80,tcp,http,0.000514,8,0,2,0,15563.28015,0,15563.28015,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,17.881393,317.811966,514.030457,73.432922,109.540819,0,0,0,0,0,17.881393,317.811966,514.030457,73.432922,109.540819,412426.9239,8,0,212,0,0,0,0,0,0,0,514.030457,514.030457,514.030457,514.030457,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51380,80,tcp,http,0.000528,8,0,2,0,15148.72777,0,15148.72777,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.980835,321.149826,528.097153,75.44245,110.199761,0,0,0,0,0,20.980835,321.149826,528.097153,75.44245,110.199761,401441.2858,8,0,212,0,0,0,0,0,0,0,528.097153,528.097153,528.097153,528.097153,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51382,80,tcp,http,0.000525,8,0,2,0,15238.16167,0,15238.16167,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.027161,319.957733,524.997711,74.999673,109.832486,0,0,0,0,0,20.027161,319.957733,524.997711,74.999673,109.832486,403811.2843,8,0,212,0,0,0,0,0,0,0,524.997711,524.997711,524.997711,524.997711,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51384,80,tcp,http,0.000505,8,0,2,0,15842.50803,0,15842.50803,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.980835,298.976898,504.970551,72.13865,101.929436,0,0,0,0,0,20.980835,298.976898,504.970551,72.13865,101.929436,419826.4627,8,0,212,0,0,0,0,0,0,0,504.970551,504.970551,504.970551,504.970551,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51386,80,tcp,http,0.000517,8,0,2,0,15477.13653,0,15477.13653,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,19.073486,313.997269,516.891479,73.84164,107.773612,0,0,0,0,0,19.073486,313.997269,516.891479,73.84164,107.773612,410144.1181,8,0,212,0,0,0,0,0,0,0,516.891479,516.891479,516.891479,516.891479,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51388,80,tcp,http,0.000464,8,0,2,0,17233.91474,0,17233.91474,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,18.119812,279.188156,464.200974,66.314425,95.495737,0,0,0,0,0,18.119812,279.188156,464.200974,66.314425,95.495737,456698.7406,8,0,212,0,0,0,0,0,0,0,464.200974,464.200974,464.200974,464.200974,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51390,80,tcp,http,0.000172,8,0,2,0,46474.28255,0,46474.28255,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,5.00679,101.804733,172.138214,24.591173,35.061971,0,0,0,0,0,5.00679,101.804733,172.138214,24.591173,35.061971,1231568.488,8,0,212,0,0,0,0,0,0,0,172.138214,172.138214,172.138214,172.138214,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51392,80,tcp,http,0.000521,8,0,2,0,15349.69442,0,15349.69442,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.027161,319.004059,521.183014,74.454716,109.588092,0,0,0,0,0,20.027161,319.004059,521.183014,74.454716,109.588092,406766.9021,8,0,212,0,0,0,0,0,0,0,521.183014,521.183014,521.183014,521.183014,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51394,80,tcp,http,0.000533,8,0,2,0,15013.16868,0,15013.16868,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,21.219254,326.871872,532.865524,76.123646,112.299851,0,0,0,0,0,21.219254,326.871872,532.865524,76.123646,112.299851,397848.97,8,0,212,0,0,0,0,0,0,0,532.865524,532.865524,532.865524,532.865524,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51396,80,tcp,http,0.000559,8,0,2,0,14308.92623,0,14308.92623,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.027161,353.097916,559.091568,79.870224,122.017992,0,0,0,0,0,20.027161,353.097916,559.091568,79.870224,122.017992,379186.545,8,0,212,0,0,0,0,0,0,0,559.091568,559.091568,559.091568,559.091568,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51398,80,tcp,http,0.00053,8,0,2,0,15094.21143,0,15094.21143,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,18.835068,325.918198,530.004501,75.714929,112.063822,0,0,0,0,0,18.835068,325.918198,530.004501,75.714929,112.063822,399996.6028,8,0,212,0,0,0,0,0,0,0,530.004501,530.004501,530.004501,530.004501,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51400,80,tcp,http,0.000526,8,0,2,0,15210.53128,0,15210.53128,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.027161,324.964523,525.951385,75.135912,111.698568,0,0,0,0,0,20.027161,324.964523,525.951385,75.135912,111.698568,403079.0789,8,0,212,0,0,0,0,0,0,0,525.951385,525.951385,525.951385,525.951385,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51402,80,tcp,http,0.00052,8,0,2,0,15384.884,0,15384.884,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.027161,318.050385,519.990921,74.284417,109.054185,0,0,0,0,0,20.027161,318.050385,519.990921,74.284417,109.054185,407699.426,8,0,212,0,0,0,0,0,0,0,519.990921,519.990921,519.990921,519.990921,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51404,80,tcp,http,0.000524,8,0,2,0,15265.89263,0,15265.89263,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.027161,322.1035,524.044037,74.863434,110.563687,0,0,0,0,0,20.027161,322.1035,524.044037,74.863434,110.563687,404546.1547,8,0,212,0,0,0,0,0,0,0,524.044037,524.044037,524.044037,524.044037,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51406,80,tcp,http,0.000525,8,0,2,0,15238.16167,0,15238.16167,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,20.027161,321.865082,524.997711,74.999673,110.466977,0,0,0,0,0,20.027161,321.865082,524.997711,74.999673,110.466977,403811.2843,8,0,212,0,0,0,0,0,0,0,524.997711,524.997711,524.997711,524.997711,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
51408,80,tcp,http,0.000531,8,0,2,0,15067.10013,0,15067.10013,0,260,20,40,0,0,0,1,2,1,2,0,6,0,0,0,0,0,126,212,26.5,50.219518,0,0,0,0,0,0,126,212,26.5,50.219518,22.172928,325.202942,530.958176,75.851168,111.392895,0,0,0,0,0,22.172928,325.202942,530.958176,75.851168,111.392895,399278.1536,8,0,212,0,0,0,0,0,0,0,530.958176,530.958176,530.958176,530.958176,0,0,0,0,0,0,65476,0,0,DDOS_Slowloris,1
